tblCodeID,Code,Description,tblCodeTypeID,CodeType,Created,Modified,Deprecated
53405,BFGG,Bundesanstalt für Gewässerkunde, Federal Institute of Hydrology,101,RLABO,2006-10-23,2006-10-23,False
53406,BFKB,Küsten- und Binnenfischerei,101,RLABO,2006-10-23,2011-12-01,False
53407,BFKG,Bundesforschungsanstalt für Fischerei, Hamburg,101,RLABO,2006-10-23,2011-12-01,False
53408,BFRG,Bundesforschungsanstalt für Fischerei, Institut für Fischereiökologie, Hamburg,101,RLABO,2006-10-23,2011-12-01,False
53409,BGAG,Umweltbundesamt, Institut für Wasser-, Boden- und Lufthygiene,101,RLABO,2006-10-23,2006-10-23,False
130105,BGMG,University of Hamburg, Institute of Biogeochemistry and Marine Chemistry, Centre for Marine and Climate Research,101,RLABO,2007-07-23,2007-07-25,False
53410,BHIR,Bezirkshygiene-Institut Rostock,101,RLABO,2006-10-23,2011-12-01,False
53361,BIOC,Bedford Institute of Oceanography, Department of Fisheries and Oceans, Nova Scotia,101,RLABO,2006-10-23,2011-12-01,False
167870,BIOR,Institute of Food Safety, Animal Health and Environment,101,RLABO,2016-08-26,2016-08-26,False
167966,BIOS,Aarhus University, Department of Bioscience, Marine Ecology Roskilde,101,RLABO,2016-08-30,2016-08-30,False
53501,BLUK,Centre for Environment, Fisheries and Aquaculture Science,101,RLABO,2006-10-23,2006-10-23,False
79350,BODC,British Oceanographic Data Centre,101,RLABO,2006-10-23,2006-10-23,False
53411,BSHG,Bundesamt für Seeschiffahrt und Hydrographie,101,RLABO,2006-10-23,2006-10-23,False
53526,BTNW,Battelle, Northwest Division, Marine Sciences Laboratory, Washington,101,RLABO,2006-10-23,2011-12-01,False
168939,CALU,CALLUNA AB,101,RLABO,2016-12-02,2016-12-06,False
53527,CHAR,Unidentified laboratory from US in 1970s,101,RLABO,2006-10-23,2011-12-01,False
131504,CIRA,CIRAD - Montpellier,101,RLABO,2008-10-28,2008-10-28,False
135621,CLSI,Complete lab solutions / Saotharlann Chonamara Teo,101,RLABO,2011-11-21,2011-11-21,False
130348,CMAC,CMACS Ltd,101,RLABO,2007-08-29,2007-08-29,False
131523,CQ14,CQEL Caen,101,RLABO,2008-10-28,2008-10-28,False
132310,CQ29,CQEL Finistère,101,RLABO,2010-04-27,2010-04-27,False
131507,CQ33,CQEL Gironde,101,RLABO,2008-10-28,2008-10-28,False
132311,CQ40,CQEL Landes,101,RLABO,2010-04-27,2010-04-27,False
131508,CQ44,CQEL Loire-Atlantique,101,RLABO,2008-10-28,2008-10-28,False
131524,CQ50,CQEL de la Manche,101,RLABO,2008-10-28,2008-10-28,False
131525,CQ56,CQEL Lorient,101,RLABO,2008-10-28,2008-10-28,False
131509,CQ59,CQEL Nord,101,RLABO,2008-10-28,2008-10-28,False
131526,CQ62,CQEL Boulogne,101,RLABO,2008-10-28,2008-10-28,False
132312,CQ64,CQEL Pyrénées Atlantiques,101,RLABO,2010-04-27,2010-04-27,False
131510,CQ76,CQEL Seine-Maritime,101,RLABO,2008-10-28,2008-10-28,False
131505,CREA,CREMA/CRELA l'Houmeau,101,RLABO,2008-10-28,2008-10-28,False
53502,CRUK,Clyde River Purification Board,101,RLABO,2006-10-23,2011-12-01,False
131206,CTQC,Centre de toxicologie de Québec,101,RLABO,2008-05-21,2008-05-21,False
53362,CWSC,National Wildlife Research Centre,101,RLABO,2006-10-23,2006-10-23,False
53853,DANI,Agri-Food and Biosciences Institute (AFBI), Belfast,101,RLABO,2006-10-23,2020-06-08,False
53386,DBST,Academy of Sciences, Department of the Baltic Sea, Tallinn,101,RLABO,2006-10-23,2011-12-01,False
228611,DERA,Department of Agriculture, Environment and Rural Affairs (DAERA), Dundonald House, Belfast,101,RLABO,2020-06-08,2020-06-08,False
53371,DFHU,Danmarks Fiskeriundersøgelser,101,RLABO,2006-10-23,2006-10-23,False
53372,DFLH,Det Fælleskommunale Laboratorium Herning,101,RLABO,2006-10-23,2006-10-23,False
131272,DGAP,Direccao Geral do Ambiente,101,RLABO,2008-07-03,2008-07-03,False
53439,DGWM,Rijkswaterstaat Dienst Getijdewateren, Middelburg,101,RLABO,2006-10-23,2014-07-29,False
53440,DGWN,Rijkswaterstaat Dienst Getijdewateren, Public Works Department, Tidal Waters Division,101,RLABO,2006-10-23,2011-12-01,False
53412,DHIG,Deutsches Hydrographisches Institut,101,RLABO,2006-10-23,2011-12-01,False
53441,DIHO,Netherlands Institute of Ecology,101,RLABO,2006-10-23,2006-10-23,False
53503,DMUK,Dunstaffnage Marine Research Laboratory,101,RLABO,2006-10-23,2006-10-23,False
53504,DOUK,Centre for Environment, Fisheries and Aquaculture Science,101,RLABO,2006-10-23,2006-10-23,False
149705,EAES,University of East Anglia, School of Environmental Sciences,101,RLABO,2015-04-09,2015-04-09,False
200330,EASF,Eurofins Ahma Oy, Seinäjoki Analytical Laboratory,101,RLABO,2019-08-14,2019-08-14,False
80615,EAWC,CMA EAWal, EAwales regional office, Cardiff,101,RLABO,2006-10-23,2006-10-23,False
53350,ECCB,Laboratorium ECCA,101,RLABO,2006-10-23,2006-10-23,False
130339,ECOM,Ecomaris Ltd, Huntingdon Laboratory,101,RLABO,2007-08-29,2007-08-29,False
130350,ECOS,Ecological Consultancy Services Ltd, Dublin Laboratory,101,RLABO,2007-08-29,2007-08-29,False
78449,EERC,Estonian Environmental Research Centre,101,RLABO,2006-10-23,2006-10-23,False
202627,EETE,Eurofins Environment Testing Estonia OÜ,101,RLABO,2020-04-27,2020-04-27,False
197708,EETF,Eurofins Environment Testing, Eurofins Scientific, Finland,101,RLABO,2018-10-10,2018-10-10,False
53373,EFDA,Eurofins Danmark A/S Aalborg SV,101,RLABO,2006-10-23,2006-10-23,False
53374,EFDH,Eurofins Danmark A/S Albertslund,101,RLABO,2006-10-23,2006-10-23,False
137652,EFGH,Eurofins GfA Hamburg,101,RLABO,2013-07-10,2013-07-10,False
137653,EFGJ,Eurofins Umwelt Ost Jena,101,RLABO,2013-07-10,2013-07-10,False
135628,EFGM,Eurofins GfA Lab Service GmbH, Münster,101,RLABO,2011-12-01,2011-12-01,False
130089,EGMH,EGMASA Laboratorio de Vigilancia y Control de la Contaminación de Huelva,101,RLABO,2007-07-20,2007-07-20,False
130088,EGMM,EGMASA Laboratorio de Vigilancia y Control de la Contaminación de Motril,101,RLABO,2007-07-20,2007-07-20,False
130340,EMUL,Emu Ltd, Southampton Laboratory,101,RLABO,2007-08-29,2007-08-29,False
195124,EPAD,Environmental Protection Agency (Regional Inspectorate Dublin),101,RLABO,2017-12-11,2017-12-11,False
130132,ERGO,ERGO Forschungsgesellschaft mbH, Hamburg,101,RLABO,2007-07-25,2007-07-25,False
130349,ERTL,ERT (Scotland) Ltd, Edinburgh Laboratory,101,RLABO,2007-08-29,2007-08-29,False
194685,ESEA,Estonian Environment Agency, Tallinn,101,RLABO,2017-08-23,2017-08-23,False
167794,EVIF,Finnish Food Safety Authority Evira,101,RLABO,2016-08-18,2016-09-17,False
156357,EWMP,Regional Inspectorate of Environmental Protection in Olsztyn - Branch Office in Elblag,101,RLABO,2016-05-19,2016-05-19,False
195800,FCGF,FCG Finnish Consulting Group Oy,101,RLABO,2018-03-22,2018-03-22,False
53388,FEIF,Finnish Environment Institute,101,RLABO,2006-10-23,2006-10-23,False
149785,FERA,The Food and Environment Research Agency,101,RLABO,2015-05-04,2015-05-04,False
120933,FFLF,Faroese Fisheries Laboratory,101,RLABO,2006-10-23,2006-10-23,False
169708,FGEG,Flussgebietsgemeinschaft Elbe -River Basin Community Elbe,101,RLABO,2017-03-20,2017-04-14,False
131582,FGFR,Finnish Game and Fisheries Research Institute,101,RLABO,2008-11-28,2008-11-28,False
53451,FIER,Institute of Nutrition, Directorate of Fisheries (Fiskeridirektoratets Ernæringsinstitutt),101,RLABO,2006-10-23,2006-10-23,False
154831,FIME,Fraunhofer Institute for Molecular Biology and Applied Ecology, Schmallenberg-Grafschaft,101,RLABO,2015-08-12,2015-08-12,False
53413,FITG,Fresenius Institut,101,RLABO,2006-10-23,2006-10-23,False
53363,FIUC,Freshwater Institute, Department of Fisheries and Oceans, Winnipeg,101,RLABO,2006-10-23,2011-12-01,False
53391,FLAN,Flandres Analyses,101,RLABO,2006-10-23,2006-10-23,False
202628,FMIF,Finnish Meteorological Institute, Marine Research,101,RLABO,2020-04-27,2020-04-27,False
53364,FOCH,Fisheries Laboratory,101,RLABO,2006-10-23,2006-10-23,False
53468,FOLB,FITO-Lab,101,RLABO,2006-10-23,2006-10-23,False
53375,FORC,FORCE Institute,101,RLABO,2006-10-23,2006-10-23,False
53437,FRCI,Marine Institute (Abbottstown), Dublin,101,RLABO,2006-10-23,2018-05-28,False
53414,FREI,Forschungsinstitut für NE-Metalle, Bergakademie, Freiberg,101,RLABO,2006-10-23,2011-12-01,False
53505,FRUK,Forth River Purification Board, Edinburgh,101,RLABO,2006-10-23,2011-12-01,False
53452,FSAN,Institute of Marine Research,101,RLABO,2006-10-23,2006-10-23,False
149786,FSSA,Food Standards Scotland (FSS),101,RLABO,2015-05-04,2015-05-04,False
130341,FUSL,Fugro Survey Ltd, Great Yarmouth Laboratory,101,RLABO,2007-08-29,2007-08-29,False
53415,GALG,GALAB - Geesthacht, Analysen - Beratung - F&E,101,RLABO,2006-10-23,2006-10-23,False
130077,GBAH,Gesellschaft fuer Bioanalytik Hamburg,101,RLABO,2007-07-12,2007-07-23,False
156354,GDPP,Regional Inspectorate of Environmental Protection in Gdansk,101,RLABO,2016-05-19,2016-05-19,False
53453,GEON,Geogruppen A/S,101,RLABO,2006-10-23,2006-10-23,False
53376,GERI,National Environmental Research Institute (Arctic),101,RLABO,2006-10-23,2006-10-23,False
130344,GEUK,Gardline Environmental,101,RLABO,2007-08-29,2007-08-29,False
53365,GFCC,Gulf Fisheries Centre, Department of Fisheries and Oceans, New Brunswick,101,RLABO,2006-10-23,2011-12-01,False
53528,GLOU,National Marine Fisheries Service,101,RLABO,2006-10-23,2006-10-23,False
140904,GRUC,GRECAN, University of Caen,101,RLABO,2014-08-06,2014-08-06,False
53366,GSCO,Geological Survey of Canada,101,RLABO,2006-10-23,2006-10-23,False
53377,GSDD,Geological Survey of Denmark,101,RLABO,2006-10-23,2006-10-23,False
53482,GUMI,Göteborg University - Marine Geology,101,RLABO,2006-10-23,2011-11-15,False
135591,GUZI,Göteborg University, Department of Biological and Environmental Sciences, Zoology building,101,RLABO,2011-11-15,2019-11-06,False
130345,HEUK,Hebog Environmental Ltd, Bangor Laboratory,101,RLABO,2007-08-29,2007-08-29,False
53378,HFLD,Miljøstyrelsens Havforureningslaboratorium, Charlottenlund,101,RLABO,2006-10-23,2011-12-01,False
53379,HFSF,Heilsufrøðiliga Starvsstovan,101,RLABO,2006-10-23,2006-10-23,False
168965,HGOS,HydroGIS AB, Ödsmål,101,RLABO,2016-12-09,2016-12-09,False
53506,HGUK,Humber Estuary Management Group,101,RLABO,2006-10-23,2006-10-23,False
78865,HKYF,City of Helsinki Environment Centre,101,RLABO,2006-10-23,2006-10-23,False
53507,HLUK,AEA Technology, Harwell Laboratory, Didcot, Oxfordshire,101,RLABO,2006-10-23,2011-12-01,False
53380,HMKE,Holstebro Miljøkontrol Enhed,101,RLABO,2006-10-23,2006-10-23,False
53483,HRFS,National Board of Fisheries,101,RLABO,2006-10-23,2006-10-23,False
130397,HUTF,Helsinki University, Tvärminne Zoological Station,101,RLABO,2007-09-25,2007-09-25,False
53484,IAMK,Göteborg University - Analytical and Marine Chemistry,101,RLABO,2006-10-23,2011-11-15,False
131511,IARC,IFREMER station Arcachon,101,RLABO,2008-10-28,2008-10-28,False
131512,IBOU,IFREMER station Boulogne,101,RLABO,2008-10-28,2008-10-28,False
54146,IBSS,Institute of Biology of the Southern Seas,101,RLABO,2006-10-23,2006-10-23,False
135822,IBUL,University of Latvia Institute of Biology,101,RLABO,2012-03-10,2012-03-10,False
53442,IBWL,Instituut voor Bodemvruchtbaarheid,101,RLABO,2006-10-23,2006-10-23,False
53392,ICBF,IFREMER Brest,101,RLABO,2006-10-23,2006-10-23,False
53381,ICDK,Danish Isotope Center, Copenhagen,101,RLABO,2006-10-23,2011-12-01,False
120990,ICES,ICES internal use only,101,RLABO,2006-11-23,2016-06-27,False
53393,ICNF,IFREMER Nantes,101,RLABO,2006-10-23,2006-10-23,False
131513,ICON,IFREMER station Concarneau,101,RLABO,2008-10-28,2008-10-28,False
131514,IDIN,IFREMER station Dinard,101,RLABO,2008-10-28,2008-10-28,False
130342,IECS,The University of Hull, Institute of Estuarine and Coastal Studies,101,RLABO,2007-08-29,2007-08-29,False
53479,IEOC,Instituto Español de Oceanografia Madrid,101,RLABO,2006-10-23,2006-10-23,False
53480,IEOM,Instituto Español de Oceanografia Murcia,101,RLABO,2006-10-23,2006-10-23,False
80812,IEOT,Centro Oceanografico de Canarias, Tenerife,101,RLABO,2006-10-23,2006-10-23,False
53481,IEOV,Instituto Español de Oceanografia Vigo,101,RLABO,2006-10-23,2006-10-23,False
135448,IFAG,Institut für Angewandte Ökosystemforschung GmbH,101,RLABO,2011-09-01,2011-09-01,False
53454,IFEN,Institute for Energy Technology,101,RLABO,2006-10-23,2006-10-23,False
230818,IFIE,Inland Fisheries Ireland, Dublin,101,RLABO,2021-01-07,2021-01-07,False
53434,IFLI,Icelandic Fisheries Laboratory,101,RLABO,2006-10-23,2010-08-02,False
53416,IFOG,Institut für Ostseeforschung,101,RLABO,2006-10-23,2006-10-23,False
53417,IGDR,Institut für Meereskunde,101,RLABO,2006-10-23,2011-12-01,False
53485,IGSS,Stockholm University, Institute of Geology and Geochemistry,101,RLABO,2006-10-23,2015-02-17,False
53351,IHEB,Institut d'Hygiène et d'Epidémiologie, Brussels,101,RLABO,2006-10-23,2011-12-01,False
53418,IHFG,University of Hamburg, Institut für Hydrobiologie und Fischereiwissenschaft, Hydrobiol. Abt.,101,RLABO,2006-10-23,2007-07-25,False
53476,IHLP,Instituto Hidrografico,101,RLABO,2006-10-23,2006-10-23,False
53469,IIAP,Agriculture Academy, Institute of Ichthyology, Szczecin,101,RLABO,2006-10-23,2011-12-01,False
132292,IMAR,Wageningen IMARES,101,RLABO,2010-03-25,2010-03-25,False
53387,IMRE,Estonian Marine Institute,101,RLABO,2006-10-23,2006-10-23,False
53389,IMRF,Finnish Institute of Marine Research,101,RLABO,2006-10-23,2006-10-23,False
53455,IMRN,Institute of Marine Research,101,RLABO,2006-10-23,2006-10-23,False
53486,IMRS,Swedish National Board of Fisheries,101,RLABO,2006-10-23,2006-10-23,False
53470,IMWP,Institute of Meteorology and Water Management,101,RLABO,2006-10-23,2006-10-23,False
53443,IMWT,TNO Institute of Environmental Sciences,101,RLABO,2006-10-23,2006-10-23,False
131519,INAN,IFREMER station Nantes,101,RLABO,2008-10-28,2008-10-28,False
53477,INIP,Instituto de Investigacao des Pescas e do Mar,101,RLABO,2006-10-23,2006-10-23,False
53471,IOSP,Polish Academy of Sciences,101,RLABO,2006-10-23,2006-10-23,False
53394,IPLF,Institut Pasteur de Lille,101,RLABO,2006-10-23,2006-10-23,False
230815,IPMA,Instituto Português do Mar e da Atmosfera,101,RLABO,2021-01-06,2021-01-06,False
131518,IPOR,IFREMER station Port-en-Bessin,101,RLABO,2008-10-28,2008-10-28,False
135305,IPRA,ISPRA, Italian National Institute for Environmental Protection and Research,101,RLABO,2011-04-19,2011-04-19,False
131515,IROC,IFREMER station La Rochelle,101,RLABO,2008-10-28,2008-10-28,False
53395,IRSN,Institut de Radioprotection et de Sureté Nucléaire,101,RLABO,2006-10-23,2006-10-23,False
249770,ISEF,Ifremer, LERLR - Labo Environnement Ressources Languedoc-Roussillon (Sète),101,RLABO,2021-10-13,2021-10-13,False
53419,ISHG,Institut Schumacher,101,RLABO,2006-10-23,2006-10-23,False
132072,ISMF,Institut des Sciences Moléculaires, Group LPTC, Université Bordeaux1,101,RLABO,2009-12-01,2009-12-01,False
53352,ISOB,Veterinary and Agrochemical Research Centre,101,RLABO,2006-10-23,2011-12-21,False
53508,ISUK,Northern Ireland Environment Agency, Water Management Unit (NIEA), Lisburn,101,RLABO,2006-10-23,2020-06-08,False
249771,ITOF,Ifremer, Environment Resources Laboratory Provence Azur Corsica (Toulon),101,RLABO,2021-10-13,2021-10-13,False
131516,ITRE,IFREMER station La Tremblade,101,RLABO,2008-10-28,2008-10-28,False
131517,ITRI,IFREMER station La Trinité,101,RLABO,2008-10-28,2008-10-28,False
53420,IUKG,Institut für Meereskunde an der Universität Kiel,101,RLABO,2006-10-23,2006-10-23,False
77994,IUQG,Institut für Umweltschutz und Qualitätssicherung,101,RLABO,2006-10-23,2006-10-23,False
156204,IVLS,IVL Swedish Environmental Research Institure - Stockholm,101,RLABO,2016-04-01,2016-04-01,False
131304,IVMA,Vrije Universiteit Amsterdam IVM,101,RLABO,2008-07-30,2008-07-30,False
53444,IVPT,Instituut voor Visserij Producten-TNO, Ijmuiden,101,RLABO,2006-10-23,2011-12-01,False
136002,IWWG,IWW Consulting Service, Mulheim an der Ruhr,101,RLABO,2012-06-14,2012-06-14,False
232240,JBGG,JenaBios GmbH, Jena,101,RLABO,2021-03-18,2021-03-18,False
54225,JWGU,Johann Wolfgang Goethe University Frankfurt am Main,101,RLABO,2006-10-23,2006-10-23,False
120842,JYUF,University of Jyväskylä,101,RLABO,2006-10-23,2006-10-23,False
54337,KASF,Southeast Finland Regional Environment Centre,101,RLABO,2006-10-23,2006-10-23,False
53421,KAWG,Handels- und Umweltschutzlabor Dr. Kaiser & Dr. Woldmann oHG,101,RLABO,2006-10-23,2006-10-23,False
230817,KFOG,KÜFOG GmbH, Bremen,101,RLABO,2021-01-06,2021-01-06,False
53487,KMFS,Kristineberg Marine Research Station,101,RLABO,2006-10-23,2006-10-23,False
141013,KVSF,Kokemäenjoen vesistön vsy., Hatanpää,Tampere,101,RLABO,2014-09-28,2014-09-28,False
167793,KVTF,Kala- ja vesitutkimus Ltd,101,RLABO,2016-08-18,2016-09-17,False
135327,KVVF,Kokemäenjoen vesistön vesiensuojeluyhdistys ry, Finland,101,RLABO,2011-05-19,2011-05-19,False
167788,KYMF,The Association for Water and Environment of Kymijoki region,101,RLABO,2016-08-18,2016-09-17,False
78866,KYYF,Kymi Environmental Laboratory Ltd,101,RLABO,2006-10-23,2006-10-23,False
156359,KZPP,Regional Inspectorate of Environmental Protection in Szczecin - Branch in Koszalin,101,RLABO,2016-05-19,2016-05-19,False
53396,LABF,Laboratoire Municipal de Brest - Océan,101,RLABO,2006-10-23,2006-10-23,False
130070,LADG,Laboratorien Dr. Doering GmbH,101,RLABO,2007-07-09,2007-07-09,False
120832,LALG,Landesamt für Landwirtschaft, Lebensmittelsicherheit,101,RLABO,2006-10-23,2006-10-23,False
54341,LAPF,Lapland Regional Environment Centre,101,RLABO,2006-10-23,2006-10-23,False
131520,LASE,LASEM Cherbourg,101,RLABO,2008-10-28,2008-10-28,False
53488,LCRS,Swedish Environmental Protection Agency,101,RLABO,2006-10-23,2006-10-23,False
53397,LDAM,Laboratorie Départemental d'analyses de la Manche,101,RLABO,2006-10-23,2006-10-23,False
53398,LDFD,Laboratorie Départemental Frank Duncombe,101,RLABO,2006-10-23,2006-10-23,False
53399,LDHN,Institut Departemental d'Analyse et de Conseil,101,RLABO,2006-10-23,2006-10-23,False
131506,LEBI,Laboratoire d'étude des Bio-Indicateurs Marin (Ile d'Yeu),101,RLABO,2008-10-28,2008-10-28,False
132071,LEMA,Laboratoire d'Ecotoxicologie - Milieux Aquatiques LEMA - EA 3222, Université du Havre,101,RLABO,2009-12-01,2009-12-01,False
77996,LFMG,Landesforschungsanstalt für Landwirtschaft und Fischerei,101,RLABO,2006-10-23,2006-10-23,False
136001,LGCT,LGC, Teddington,101,RLABO,2012-06-14,2012-06-14,False
53400,LMBF,Institut Européen de l'Envronnement de Bordeaux,101,RLABO,2006-10-23,2006-10-23,False
140941,LMHG,LimnoMar, Hamburg,101,RLABO,2014-08-25,2014-08-25,False
53401,LMRF,Laboratoire Municipal de Rouen,101,RLABO,2006-10-23,2006-10-23,False
135216,LOMI,Estonian Marine Institute (University of Tartu),101,RLABO,2011-03-09,2011-03-09,False
54338,LOSF,Southwest Finland Regional Environment Centre,101,RLABO,2006-10-23,2006-10-23,False
140942,LPTC,Lab of physico- and toxico chemistry, University of Bordeaux, Talence Cedex,101,RLABO,2014-08-27,2014-08-27,False
197196,LRCN,Laberca - Food Residue And Contaminant Laboratory, Nantes Cedex,101,RLABO,2018-08-31,2018-08-31,False
53367,LSCC,Loring SedChem Consultants,101,RLABO,2006-10-23,2006-10-23,False
78862,LSKF,West Finland Regional Environment Centre, Kokkola branch,101,RLABO,2006-10-23,2006-10-23,False
54339,LSUF,West Finland Regional Environment Centre,101,RLABO,2006-10-23,2006-10-23,False
78863,LSYF,Lounais-Suomen vesi- ja ympäristötutkimus Oy,101,RLABO,2006-10-23,2006-10-23,False
154827,LUAB,Landesuntersuchungsamt für Chemie, Hygiene und Veterinämedizin, Bremen,101,RLABO,2015-08-12,2015-08-12,False
200296,LUCF,Luode Consulting,101,RLABO,2019-08-12,2019-08-12,False
167790,LUKF,Natural Resources Institute Finland, Turku Laboratory,101,RLABO,2016-08-18,2016-09-17,False
129948,LUNG,Landesamt für Umwelt, Naturschutz und Geologie in Mecklenburg-Vorpommern,101,RLABO,2007-05-29,2007-05-29,False
195801,LUVF,Association for Water and Environment of Western Uusimaa,101,RLABO,2018-03-22,2018-03-22,False
53423,LVLG,Landeshygieneinstitut,101,RLABO,2006-10-23,2006-10-23,False
77995,LVMG,Landesveterinär- und Lebensmitteluntersuchungsamt,101,RLABO,2006-10-23,2006-10-23,False
120830,LVUG,Lebensmittel- und Veterinäruntersuchungsamt des Landes Schleswig-Holstein,101,RLABO,2006-10-23,2006-10-23,False
53424,LWKG,Landesamt für Wasserhaushalt und Küsten, Schleswig-Holstein, Kiel,101,RLABO,2006-10-23,2011-12-01,False
53509,MAFL,Centre for Environment, Fisheries and Aquaculture Science,101,RLABO,2006-10-23,2006-10-23,False
194240,MARI,MariLim Aquatic Research GmbH, Schönkirchen,101,RLABO,2017-07-03,2017-07-03,False
135018,MATI,Icelandic Food and Biotech R&D,101,RLABO,2010-09-15,2016-07-16,False
130343,MESL,Marine Ecological Surveys Ltd, Bath Laboratory,101,RLABO,2007-08-29,2007-08-29,False
137815,METF,MetropoliLab, Helsinki,101,RLABO,2013-10-14,2013-10-14,False
135658,MICG,Marine Institute (Chemistry) Galway,101,RLABO,2011-12-14,2013-09-18,False
132314,MINY,MINYVEL ENVIRONNEMENT,101,RLABO,2010-04-27,2010-04-27,False
156676,MIRG,Morski Instytut Rybacki in Gdynia (MIR),101,RLABO,2016-06-23,2016-06-23,False
197078,MMAB,Marine Monitoring AB Lysekil,101,RLABO,2018-08-24,2018-08-24,False
53489,MNHS,Naturhistoriska Riksmuseet,101,RLABO,2006-10-23,2006-10-23,False
53435,MRII,Marine Research Institute,101,RLABO,2006-10-23,2006-10-23,False
53438,MRLT,Environmental Protection Agency, Department of Marine Research, Klaipeda,101,RLABO,2006-10-23,2011-12-01,False
141011,MTLF,Finnish Forest Research Institute (METLA),101,RLABO,2014-09-28,2014-09-28,False
155323,MTTU,Marine Systems Institute at Tallinn University of Technology,101,RLABO,2015-12-01,2015-12-01,False
78867,MUIF,University of Joensuu, R/V Muikku Laboratory,101,RLABO,2006-10-23,2006-10-23,False
53353,MUMM,Management Unit of the North Sea and Scheldt Estuary,101,RLABO,2006-10-23,2006-10-23,False
53456,NACE,Nordisk Analyse Center,101,RLABO,2006-10-23,2006-10-23,False
167787,NAJF,Nab Labs, Jyväskylä laboratory,101,RLABO,2016-08-18,2016-09-17,False
167789,NAOF,Nab Labs, Oulu laboratory,101,RLABO,2016-08-18,2016-09-17,False
53390,NBWF,National Board of Waters, Helsinki,101,RLABO,2006-10-23,2011-12-01,False
53510,NEDS,Environment Agency, Bath,101,RLABO,2006-10-23,2011-12-01,False
154830,NENS,National office for environment and nature Stralsund,101,RLABO,2015-08-12,2015-08-12,False
156549,NEPE,Natural England – Marine Office, Peterborough,101,RLABO,2016-05-31,2016-06-01,False
53382,NERI,National Environmental Research Institute,101,RLABO,2006-10-23,2006-10-23,False
53457,NGUN,Geological Survey of Norway,101,RLABO,2006-10-23,2006-10-23,False
53458,NILU,Norwegian Institute for Air Research,101,RLABO,2006-10-23,2006-10-23,False
53445,NIOZ,Nederlands Instituut voor Onderzoek der Zee,101,RLABO,2006-10-23,2006-10-23,False
53459,NIVA,Norwegian Institute for Water Research,101,RLABO,2006-10-23,2006-10-23,False
200034,NLBG,Niedersächsischer Landesbetrieb für Wasserwirtschaft, Küsten- und Naturschutz, Brake,101,RLABO,2019-07-05,2019-08-30,False
53425,NLEG,Niedersächsisches Landesamt für Ökologie, Norderney,101,RLABO,2006-10-23,2011-12-01,False
